title,review,rating,date,polarity,Sentiment
"Nothing but mindless, animated violence.",understand movie getting starsits movie garbage thats really good reason give movie star thats mess today movie really nothing one scene shooting violence anotherprompted obscure companysupposed rulesand obscure family competing one another nothing main character look like homeless person borrowed suit entire moviewho barely utter simple word like caveman character get attacked shot time without injury silly duel writer used conclusion whats disturbing dark moviepurely composed violence get many star simply thatand actor belongs surfer movie give star stunt camera work animationbecause thats,5,2023-03-30,0.020138888888888873,Positive
Excellent !,ive enjoyed john wick movie last neon noir style pretty continually bring artistry violence keep fresh wish could extra underground party scene look cooldespite long run time didnt feel pacing build good stake pacing timing consequence art back round lend life seedy underworldthere quite new character introduced one good job fleshing making care giving style,10,2023-03-24,0.212396694214876,Positive
I got bored,much something becomes boring killing lot people becomes boring whats pointhollywood satanist try ale light much cabal murder depression destruction chaos tgat god decided enough enough come bad world heading towards peace love amount evil destroy time kind glad last one series killing counter productive mean whats point live die,3,2023-03-26,-0.10475852272727273,Negative
Totally ridiculous. I loved it,movie stage ever pretend anything always going fact double preposterousness unashamedly push high fueled octane nonsense film staggeringly little storythe first hour almost storyline bother point extremely well crafted fight scene fight scene scene huge ornate mansionsbuildings hundred faceless henchman slaughter righteous revenge blind ninja assassin kevlar dinner suit fast furious level corny keanu line whole movie thats benefit trust medo need seen maybe essential number certainty point look spin well want check brain franchise movie,7,2023-04-01,-0.00931818181818181,Negative
The greatest action movie you'll ever see.,john wick chapter without doubt greatest ever action movie lifetime film run two half hour relentless film action barely give time breathe moving next fightand action sequence doubt best ive ever seen spanning multiple location insane gun fight swordplay hand hand car chase even archery weve come expect chapter dog killing sequencesthe story actually pretty solid negative movie cheesey one liner every character actually dont even mind know supposed fun take seriously whilst keanu opinion delivers line incredible averageness almost add movie set also gorgeous taking u japan france disappointed sceneryif youre fan action sequence strap incredible experience youll ever,9,2023-03-24,0.14047619047619048,Positive
"It has been an honor, Mr. Wick",directed chad stahelski john wick chapter continues struggle john wick keanu reef price head ever increasing finally uncovers way get free high table good must face new enemy powerful alliance across globesince franchise started release first movie im awe franchise come clue gon na bring final chapter since last three movie always set bar higher next especially action sequence somehow still think perfect culmination best movie probably franchise also modern action movie ever amount story action quite perfectly balanced kinda improvement chapter think endless action beginning also introduced lot exciting interesting new character enough backstory understand relationship connection storydonnie yen bill skarsg책rd scott adkins simply phenomenal scott adkins almost unrecognizable prosthetics fat body suit definitely need see bill skarsg책rd playing type role nailed technical aspect jawdropping spanning camerawork stunning visuals color gorgeous cinematography production sound design movie especially action flick definitely one memorable sequence well john wick chapter packed overthetop memorable action sequence stunt choreography truly flawlesssalute director chad stahelski delivering john wick movie distinct others closing perfectly really saved best last one might im excited see franchise gon na taken nextdont let length fool wont feel soon hop exhilarating ride,10,2023-03-28,0.3093348115299334,Positive
"Best John Wick film, and probably the best action film of the year.",begin right chapter ended john still trying make high table understand want left alone within couple minute happens logical thing body start piling upwithout going specific see stuff happen nyc continental bill skarsg책rd character recruiting like forcefully dragging one john old friend order get job done time introduced tracker character cute malinois know much franchise love dogsthe action set piece insanely paced movie never lift foot gas even though movie almost hour wont feel whole chase paris john dispatching henchman ease drifting around dodging oncoming traffic high table price head increase pulling even assassin there scene inside house overhead shot make look like video game whole theatre laughing john moved around using wall cover using dragon breath shotgun shell spoiler many trailersits every day see franchise get better film specially sleeper hit favourite film year reason watch movie biggest screen available dont go large drink even though doesnt feel like h long otherwise youll uncomfortable credit,10,2023-03-24,0.12168831168831168,Positive
A great movie that improves the series so much,first went cinema soon came must say never watched outside cinema amazing movie definitely worth watching really really good action moviefrom technical perspective film phenomenal especially birdseye view scene mouth wide open amazing couldnt get enough action every fight choreography well thought yes part exaggerated suited pace well staircase scene biggest example making long singleshot action scene aesthetic great achievementin term acting think good even though keanu reef played emotionless time role suit well especially one name fit perfectly bill skarsg책rd played amazingly loved also killa played scott adkins amazing one entertaining scene ive watched long time even though fight john bit weird fantastic watched breathlessly wont mention everyone individually performance enough stunt double onescene actorsit improves action first film develops lack subject matter subject matter presentation rd film making aesthetic mix covered biggest flaw seriesalso another good thing harmony music scene every music perfectly fine think increased pleasure action scene click twothere much say satisfying exciting aesthetic film although lack emotionally time never stand us time wonderfully loved movie highly recommend watching cinema instead waiting watch home,9,2023-03-22,0.2276296296296296,Positive
Not Dining at the High Table,john wick chapter feature another incredible physical performance keanu reef even defeat twin villians bloated runtime extended universe nonsensethe first act introduces bunch new character varying degree success important donnie yen blind former colleague wick forced retirement hunt protagonist fun shamier anderson tracker dog sidekick prime candidate spin end scale marquis main villian piece entertaining see pop ridiculously ostentatious location throughout film accent ridiculous attempt projecting menace undermined laughable dialogue response botched attempt wick hotel say goal kill john wick kill idea john wick despite fact plan definitely kill john wickwannabe cool dialogue falling flat face recurring theme throughout stretched runtime lawrence fishbourne spout style nonsense previous film attempt flesh character winston presumably incoming series continental mind attempt impart sage wisdom highlight fact apart ian mcshanes natural gruff cool isnt anything towards end movie wick embarks mad dash paris cool idea probably whole film suffers lame attempt cool form obnoxious warrior reference fit new york gang flick jar modern day parischapter great action sequence stand videogame inspired overhead shoot wick utilising flamethrower shotgun reef always shine telling story physically rather speech problem much everything much rolling around shooting much using bullet proof jacket convenient way extend fight definitely much high table assassin tradition mumbo jumbo everyone like see john wick thing nearly three hour tradition phoney honour followed professional murderer,5,2023-04-14,0.0829015151515152,Positive
"God, what a rush!",movie always outdone actual epic john wick chapter continuously punch weight bigger better well everything lighting better staging impressive fight choreography absolutely insane excess point never satisfying entire osaka sequence feel like marathon he gunbattling speeding barracuda there even setpiece built around stair man even fight guy traffictraffici freely admit im guy theater squealed nunchucks came werent oneanddone either kept beating peoplethis gave top gun maverick kind high impeccablypaced three hour sustained adrenaline dont think enjoyment bonecrunching violence normal dont care movie absolute blast,9,2023-03-27,0.19066666666666668,Positive
John Wick: The parody,two part loved movie berlin fat german guy new york library rest movie parody first movie john get run car fall building get stabbed multiple time get back immediately like nothing also keep making fun fact john wick motif keep going blind mr chow almost hundred highly trained assassin vision couldnt together ton repeated action scene previous movie even actual movie exemple bring another assassin dog couldnt thought another animal bird something casting marque actor french baby intimidating conclude expecting realistic scene real motif john angry high table charismatic character like german fat guy original fighting scene like movie go arm museum horse stable 😂,5,2023-03-27,0.09406818181818181,Positive
This has set the bar way to high,action movie perfection john wick always true tu essence trying anything else film delivers action purest state berlin sequence perfect music stunt character john wick universe stay foreverthe biblical reference john resolution well stated try analyze movie something trying beremember franchise revenge action weapon skill martial art important hitman redemption storyjohn wick delivers thanks genius behind project yo made best action film franchise history,10,2023-03-24,0.2681818181818182,Positive
Brilliant marketing campaign,le brilliant moviei know john wick expecting philosophical meditation serious topic cmonthe welcome little bit comic relief like john wick gone last link reality gone away like runaway party balloon character even cardboard wouldve thought impossible apparently could barely hear main character talk overlong hour running timeone issue id like focus stereotype basically tommy wiseau ran national geographic french guy eats creamy cake croissant business meeting arrogant impulsive like high art wear th century outfit life paris business meeting pivotal plot point take place exclusively amazingly empty touristy landmark german guy obese asthma sufferer always add ja bad joke always laugh barely able breathe somehow prevent inflicting serious damage running berlin people keep dancing bunch gangster gun knife killing breaking thing point decide much quietly go car vaguely middle eastern country people ride horse live middle desert tent carpet role life say piece eastern wisdom get shot japan shiny neonlit everyone talk dress act like xix century samuraiif werent cast marketing reaction would positive,5,2023-04-09,0.06877878787878788,Positive
In my opinion the best John Wick installment,first went th installment john wick little expectation thinking movie perfect end perfect trilogy ruin even installment generally thought would somehow mess movie deeply ashamed thought way turned much much better expected hell even better previous installment honest opinionthis nd john wick movie saw cinema amazing experience action constant relentless bloody even constant felt like would never let freaking loved every second really went fully town especially star studded cast starring donnie yen yuri boyka scott adkins course familiar face previous installment far favorite john wick installment,9,2023-04-03,0.19516666666666665,Positive
DAMN. What a film.,john wick chapter best john wick series hard first three start finish pure adrenaline rushthe acting top notch keanu reef top quality always winston bowery king acted amazingly two new character stole show donnie yen caine mr nobody really awesome character hope see futurefor best action film timethe choreography set piece insanely violent action camera work done perfection genuinely brilliant start finish chad stahelski also top quality defiantly come directori recommend movie enough find flaw h run time feel like h favour see cinema 👍,10,2023-03-25,0.3358225108225108,Positive
John Wick the Loving Husband,loved movie slightly longer movie action scene fight scene also good keanu reef perfect role yeeahh scene movie bothered especially scene bleeding cop scene still think good fun watch cinema scenese funnish wasnt necessary also shooting scene good time disco scene scene shot looked epic blown away scene ending movie bit simplistic ending disappointing,8,2023-03-24,0.23333333333333328,Positive
This was annoyingly boring,watch installment anxious would understand whats going watched recap youtube entered cinema somewhat prepared least lorewise min movie suspected lore bleak background sparse dialogue happening min became clear movie serious connection anything worthwhile even lore dog seen car dunno dont want spoil nothing spoil cut constant beating shooting movie get maybe min lore boring cant understand hype around john wick waited min finally finishi guess keanu reef stopped acting turned gymnastics,2,2023-04-03,-0.22833333333333333,Negative
A good nap,although movie something somehow still bored underwhelmedi fell asleep time course film due number reasonsthe story dialogue movie awful redeeming factor action sequence well shot choreographed however awful acting andcrappy dialogue held back movie mesitting front row also hurt viewing experience story essentially rather therefore good story structurei get ppl may enjoyed thought bore mess,3,2023-04-08,-0.08333333333333333,Negative
"""Loving Husband"" that's all he ever wanted to be",word man walk mile avoid fight one start dont back inch baba yagajohn wick series always top action thriller focusing getting ultimate adrenalin rush viewer best choreography action sequence trying tell compelling story stylish assassinsjohn wick chapter justice character leaf room future possibility branch universe john wick movie keep engaged start loveable dog gun man black suit want kill everyone plus actually run bullet reloads gun fight scenesits astonishing story driven tell remind wick baddest man world called baba yaga reasonthis movie meant watched theatre big screen loud noisesremember monsieur wick fought hard perioddirector chad stahelski gratitude delivering masterpiece explaining without rule animal,9,2023-03-24,0.17611111111111113,Positive
weak wick,contains spoilersi watched part one one cinema starting getting worse part look like joke parody originalhere blind killer even dangerous wick ridiculousall bulletproof suit second part john got much pain someone shot least armor doesnt feel like laser tag something even paintbaljohn fall floor car casually stand keep running got smashed car full speed like time problem car center city hit people multiple time one even stop kill club noone care even computer game realism herekatana sword fight everyone gun know popular trick japan concerned look quite wise kind moviesfalling stair reminded joke injured neymar rolling infinitely jokeand last duel really duel blind man hour got boring already get duelthe first part good comparing dont get people put star dont knowthis first review cant avoid writing overhyped movie respect mr keanu,5,2023-03-26,-0.02045454545454545,Negative
Not really better than the first three,time writing th april john wick average score imdb top two others decided go cinema watch slumped bit deservedly would saywhen came cinema friend who bigger fan series said bewildered didnt understand movie supposed much better first threethats felt well basic plot line first three without giving away beginning number number end john wick going run number start john wick killing elder moroccothen surprise surprise high table want dead yet like earlier movie lot fighting ensues like earlier movie john wick defeat without even getting wounded like earlier movieschapter pretty much like movie basic plot line lot fighting theyve already made three movie like need another found chapter weakest series overly long lot boring long fight without much plot least chapter slightly better chapter much granted chapter might best film series number pretty much good also feel chapter didnt feel long drawn chapter despite actually longer give credit thatnevertheless film pretty much throwaway unless think watching three hour fight scene epitome cinemaone particular aspect need special mention though keanu reef acting havent watched many film hasnt conscious choice he sometimes mentioned one somewhat typical hollywood case goodlooking person cant actchapter quite possibly worst acting ive seen keanu didnt say much movie almost every time almost started laughing line delivered ridiculously poor manner especially gruelling situationian mcshane laurence fishburne great always keanu reef terrible luckily mostly fought walked rather talked,6,2023-04-08,0.08528239202657807,Positive
All of the pace and implausibility of a video game,like many john wick fan considered original film amazing sleeper hit original premise reignited keanu reef star power john wick chapter bombastic sequel took u deeper world wick former livelihoodjohn wick chapter made grow numb impatient sitting chair like watching someone play beat em shoot em game go wave enemy get level bos street rage time crisis come mind anyone gamer film buff know im talking john wick chapter felt like samea recurring theme since third film john wick given literal plot armor form kevlar suit also wave bullet sponge henchman effectively dispatch headshot like videogame also survive getting thrown roof fall five flight step might well give wick life bar floating headthen dog pencant biting men testis stock cartoon european villain week us underhanded method kill wick russian italian german french whatever theyre interchangeableditto largely asian top assassin pop give keanu reef best choreographed fight scene let forget edm club metro city subway civilian largely oblivious whats going onall stuff trite cliche guess people like break superhero fare saturated action movie genre past yearsmaybe grew decade still good highprofile film produced sea higherprofile schlock film taste hungry something engaging thoughtprovoking john wick aint matter much people try pretend world character live compelling,6,2023-03-25,0.17502497502497502,Positive
Fun kick ass John Wick Chapter,although latest installment tad bit longer rest movie series every bit worth introduction martial art legend movie took series next levelthe creative genius behind long single shot fight sequence deserves hat couple really stand one overhead shot john wick running room room fighting enemy john wick donny chen group fighting room filled art piece made bulletproof glassthe climax one behold wellon whole fun john wick experience lot entertaining fight sequence make worth money time john wick fan waiting going disappoint,9,2023-03-24,0.1913265306122449,Positive
Top movie!,john wick chapter one excitinghyperkinetic beautiful action movie ever made director chad stahelski make name franchase chad crazymodern idea see keanu saying word right spot baba yaga fighting versus high table see marquis bill skarsgard wow actually right actor role shocked akira deserved series movie winston crucial role movie movie category lot blood fight movie perfect deserve watch,10,2023-04-03,0.23126984126984132,Positive
BABA YAGA as BOOGEYMAN,many unnecessary movie series flattered segment everything sake watched really came wonderful series boogeyman john wickbeing ardent fan since release first one ive cautious going subsequent film waiting let end love franchise movie exact opposite waaaay top action infused lot humour tongueincheek sequence movie deliver much disappointedat last disappointed coming john wick,10,2023-03-23,0.16785714285714287,Positive
The most fun I've had at the movies,mona lisa action movie epic emotional full unrelenting creative fight scene ever made character arc meaningful set design score stand unique way fit tone mona lisa action movie epic emotional full unrelenting creative fight scene ever made character arc meaningful set design score stand unique way fit tone mona lisa action movie epic emotional full unrelenting creative fight scene ever made character arc meaningful set design score stand unique way fit tone,9,2023-03-27,0.29062499999999997,Positive
Very boring chapter.,rooting dog get treat deserved one well trainedbesides well trained dog movie borethis review made month april th year century stwhat movie honestly cant remember last know enjoyed themthis one people tortured dogjohn wick play fugitive many gun battlesthe story production overview boring deeming quality asian daredevil wick got whoop throughout moviethe kraven hunter character one mixed unsure character behaves one way otheri hated dog kraven hunter dognutter thisthe dog unphased slamming vehicle hashthe pitbull end unnecessary movie movie dog good moviegenre fightinshootingsecret society soundtrack mix fineduration long hour enduring worthless muttunhighlight dog cringehighlight asian daredevilwhat learned well watching serious movie good change comedic mcu filmsseems like serious movie edge extinctionverdict bored wanted sleep,2,2023-04-24,-0.07745098039215687,Negative
didn't like it,im going keep short simplei loved previous john wick movie one much love action previous movie least somewhat decent storyline dialog go along itbut part looked like watching highlight new xbox game fight scene masterful specially donnie yen cast action speed movement insane overall movie sucked storyline exploited specially great cast like movie long story short want double double john wick love movie,6,2023-03-25,0.10842094413522986,Positive
Finally a reason to go to the cinema,movie amazing levelsbest time spend cinema long long timeso many perfect shot loved big timeif like action adrenalin movie love thisi watched john wick movie time definitely get rewatch come blueray must havegreat cast great acting great koreografi great kamera angle great action awesome music loved tempo og movieas old dude im impressed work keanu reef put body felt beat body many time movie keanu reef like tom cruise last real action hero,10,2023-03-28,0.4369565217391304,Positive
Extremely overdone,unrealistic ridiculous fight scene kevlar suit ruined last two installment could great film series elongated fight scene hard bear staircase sequence icing cake top hilarious overdone nonsense everyone anyone sitting movie theater shouting cmon almost every overdone scene stuck believable approach movie would hour shorter lot bearable say least left movie ready wondering director didnt see flaw rd installment cartoonist fight scene go back drawing board definitely reminded michael bay film smh,6,2023-04-10,0.08269230769230769,Positive
"Ridiculous, long, boring movie",john wick movie run idea rehash movie keanu still stiff half asleep throughout movie luckily give little dialogue actor superb especially donnie yen actual martial artist he good make keanu look especially bad scott atkins great martial art skill shine moviethe plot ridiculous usual killing count high seems like director enjoys backgroundschurch falling lot step dance hall everyone keep dancing even though gunfireit lack humor taken movie great acting equalizer,1,2023-03-25,0.08841931216931218,Positive
You guys were lying... It's a snoozefest ... Fan boys smh,seriously guy hype dont know everyone praising movie maybe first masculine movie im cant even remember last male lead movie lmao seriously worst john wick movieslong story short filler movie total lacklustre movie unbelievably empty predictablemost scene literally identicalmaybe there literally nothing happening fighting story event movie somewhat watchable cast awesome charismatic guy like theyre killing anyway another let downso let see operation fortune wack bullet train waaack john wick finalesadly also wack let hope mission impossible gon na differentand want nice action flick watch recommend wrath man trust good last one actually liked watched,2,2023-03-28,0.13055555555555556,Positive
Why are they allowed to call this John Wick???,absolutely best maybe worst painfully unrealistic everyone wear literally bulletproof smoking elite guy recruited gardener tax attorney university professor judging skill kill weapon first movie john shot enemy bullet head often feel need use bullet sometimes still standas much enjoyed first john wick movie bored felt extremely long uninteresting fighting scene immortal iron man leaf excitementand seems director mocking franchise letting john fall th floor getting run car falling literally step know mention staircase lead short heavy breathing forgotten second laternone character personality keanus text probably printed half page mostly consists syllabusresponses name person he looking ati really like appreciate keanu person actor wish director would taken movie serious wouldnt want rewatch even minute letdown movie make strongly think star rating bought writing comment first opening weekend,3,2023-03-25,0.03725490196078431,Positive
"""ABANDON ALL HOPE YE WHO ENTER HERE...""",john wick series started humble nearly directtovideo franchise risen redefine action genre til present modern actionfight choreography hollywood least owes wick franchise incredible action design direction chad stahelski david leitch john wick prof work imitated surpassed push stunt choreography spectacle even level wellshot deliberately constructed insanity beyond installmentsi consider fairly knowledgeable connoisseur action martial art stuntheavy film might early say given new john wick might one best action film time certainly one best last year even beyond film wick franchise high standardyou keanu course legendary hiroyuki sanada peerless donnie yen great like scott adkins unforgettable role marko zaror well always excellent ian mcshane laurence fishburne bill skarsgaard clancy brown gonetoosoon classy distinguished lance reddick always brought level distinction refinement commitment every project touched newcomer shamier anderson singer rina sawayama also excellent addition franchise bring level freshness energy role welljohn wick long quick watch thats one main flaw point film issue there many satisfying action scene well setup tough think youd cut see finished cut damn near hour long time shootemup straightforward plotfor action fan demand seen least twice there many highquality action scene viewed many wellmade battle set piece packed one moviea single scene john wick would another film action climax movie lucky even two sequence welldesigned youll see much le entire film themthe john wick film also ooze style beautiful location saudi arabia japan nyc appeared briefly london france lighting particularly osaka scene stunning stahelski action director know make gorgeous looking film fill big screen seenthe john wick film arent supposed realistic theyre actionspectacle stuntwork taken absolute limit exist parallel comic bookuniverse waive criticism lack realism outthere element realism isnt point action film intensity feeling watching give craft go making iteven incidental kill john wick nameless goon wellchoreographed nothing lazy done easy wayother action production looking sweating theyve raised bar yet next year two youre going see lot choreography imitate wont quite ring true wont quite authenticitykudos stahelski leitch keanu rest incredible stunt team piecing together masterpiece action could quality finishing point franchise would mood another outing mr wick quote man yeah,9,2023-04-17,0.25195831078643566,Positive
Worst movie ever,bad movie hour long fight john put godmode absolutely story besides fighting whole theatre bursted laughing ridiculous fightscenes left angry annoyed dont ever go watch pile poop like anything slightest realistic unrealistic marvel movie absoluty nothing offer blind guy fight shoot play card maybe year old kid would find movie cool stupid get john wick say nothing movie absolutely pointless meaningless,1,2023-03-24,-0.2197916666666666,Negative
"3H of Fighting, Yes; Story, No; Want action? Here. Want story? Not here.",want watch fighting h beyond rational setting movie wellproduced almost exclusively fighting shooting mayhem long time policethere really complexity story would give story really nothing really however action good like kineau reef gave ian mcshane always fantastic bill skarsgard good arrogant villain ip man donnie yen fine fight scene long could go bathroom come back would still going missing much fightingi surprised high viewer rating surprised high critic rating simply lot story,7,2023-04-23,0.1853703703703704,Positive
A Perfect Finale,culmination arguably best action franchise time keanu reef give incredible performance john wick always opening scene film grab attention doesnt let go every fight scene lot take place gorgeous place stunning almost otherworldly lighting cinematography insanely good treat eye choosing action set piece take place osaka berlin paris give feeling spectator taken journey thereby justifying almost hour run time donnie yen character cain tracker instant fan favourite im looking forward seeing future fantastic film satisfying ending leaf nothing desired well done everyone involved,10,2023-03-24,0.4454545454545455,Positive
Definetly the worst movie in the franchise,bad story chaotic motif outplayed protagonist villainsvery fresh action element old one really robotic choreographed boringi really dont understand rated move bit parody well good way really dont understand needed way first movieif cut first minute last could worst movie franchise still okwatching first action scene robotic boring action time retire retire franchise,1,2023-04-06,-0.020588235294117647,Negative
A thrill ride of a lifetime,john wick chapter love letter action filmmaking every action cinema lover wet dream cinematography oscar worthy neonoir genre never looked better big screen bold vibrant colour make scene film bold underlined statement experiencing something specialthe action choreography utilizies every set design used film incorporate drama thrill also comedy movie everything could ever ask gun knife nunchucks katanas martial art car flamethrower bare hand etc stuntwork jawdropping adrenaline inducing specially stunt performed staircase later half film left wondering stunt coordinator get tom cruiselevel life threatening stunt greenlitbut truly make story special character drama surrounding manoeuvre way twisted world crime person friend lot new character introduced none feel throwaway everyone bring something new exciting table move narrative forward centre narrative keanu reef play john wick loving husband prof contribution role remembered forever something revolutionalized action filmmakingthis one satisfying experience ever inside movie theatre leaf question many time going return experience lifetime masterclass action filmmaking john wick chapter modern day classic,10,2023-03-24,0.17943722943722945,Positive
The Best John Wick Movie and Action Film That I Have Seen,like many others went high expectation anticipation movie amazingly enough disappoint well exceeded expectationsas newcomer john wick franchise aware long time really love film particularly first one watching parabellum slightly wondering caliber scope overtaken gladly mistaken seeing film imax experience breathtaking impactful given opportunity definitely dont miss watching regular cinema also equally good dont want spoil find movie felt way shorter h runtime felt parabellum felt around minute long runtime worry assure problem positivethe movie left highly satisfied breathless massive prop respect everyone involved superseding entry reinvigorating action genre really feel like lifetime example genuinely impactful action movie please watch feel worthy simply enjoyable nature movie lean everything incredible movie need easily make one best movie late apex amazing franchise also prop keanu reef inhabiting character well nobody brings like,10,2023-03-23,0.2985714285714286,Positive
"Mmm...yeah not really ..seriously that was the chapter 4 we had been waiting for from 2019 , this should be the best action movie this year so far",keanu always exactly good making great movie seriesjohn wick character fight love justic good john wick note hero human man make enemy liked move stay best movie listevery single actor actress director camera man producing team writer best get right wanti like last john wick movie way movie end fabulous make john wick fan feel good pleasedi like say thanks keanu director writer hole team action movie,10,2023-04-03,0.46095238095238106,Positive
Ridiculous!,ridiculous bullet proof clothing really stair scene really realize certian amout suspention dissbelief come movie one chart seen star imdb excited go see almost walked never remember little real plot shooting fighting point boredom loved first one like good action movie come would go see john wick sure like fast furious whatever number thier toit appears real thought anymore hollywood wayyy mant sequals original idea new movie guess thats rarely go movie anymore,2,2023-04-06,0.24472064393939397,Positive
Without Rules We are Animals,film unmatched unparalleled outskills action film ever made history cinemait category keanu reef martial art badass menace john wick chapter need introduction literally word describe masterpiece witnessed cinema way see justice part insane chapter crazy amazing actually skipped chapter halle boring first hour however knew bill skarsgaard villain swedish actor known missed dude act well lo behold nothing prepared fight scene body count life john donnie yen amazing end story keanu everything cinematography location europe breathtakinglike watched beautiful dream lord jesus christ berlin club scene fight sequence paris arc de triomphe speechless let say chad stahleski gave u violence capital v artistic form he michaelangelo cinema deepness love fear fatigue remember insane fight scene motorbike villainess messy korean revenge masterpiece well john wick fight scene steroid respect rest peace lance reddick,10,2023-04-01,-0.04047619047619046,Negative
Elevated Score Puzzles Me,really dont understand movie garnered high score felt like star war sequel people either running shot almost hour cinematography fabulous take country realistic enjoyable way however could sit back enjoy worth iti believe keanu reef immortality outperformed mel gibson lethal weapon series shot time thrown flight stair multiple time building kevlar suit wasnt convincing mewhereas blind people amazing thing reef lovehate relationship former friend convincingin college learned fiction still work least somewhat believable setting one missed mark,6,2023-03-26,0.19511111111111112,Positive
Greatest Action Movie of the Decade!!!,honestly best john wick film since chapter grandpa saw last friday yo blast u love action movie try understand john wick chapter somewhat different caine deuteragonist he send kill john antagonistic deadly latter come sympathize due goal save daughter executioni personally respect giving shimazu koji honorable death battle although kojis daughter akira want revenge meanwhile bounty manhunt ill say practically santinos fault forfeiting john life due desire join high table run new york camorra,10,2023-03-31,0.09553030303030303,Positive
Unbelievable action film (in every meaning of this word),greeting lithuaniajohn wick chapter played way one could expect franchise term plausibility unrealistic every possible way yet made way look real biggest strength chapter leave plausibility door watching movie start one unforgettable ridenot chapter best movie also put shame action film ive seen many year incredible movie purely moviemaking term stunt team choreography fight chase kinetic cinematography put way dont think havent seen hollywood action film yet wont spoil anything one particular action set piece near end left jaw dropped way filmed looked kinda like video game amazing time creator really outdone film action aside enough loved confidently movie directedoverall john wick chapter best action film ive seen many year reminded raid bigger scale way bigger budget one seen big screen one incredible action film running time almost hour didnt felt draggy superbly paced one best film year far,10,2023-03-26,0.3150297619047619,Positive
"🎇 🎆 The Outlandish And Super Cool Characters, The Lore, The Action, The Style and the Cinematography all Come Together in this Insane Production. This is Peak Cinema ✨",ok got ta end franchise action scene there possible way top action scene john wick outlandish super cool character ending 👌 itthings liked john wick cinematography lighting costume design beautiful look dragon breath bird eye view scene good circular gun driveby car scene astonishing watch good scene circular fight car driving also good part scene blind guy time insane hand speed sword fist staircase scene ridiculous shot beautifully fun really liked gold teeth purple suit guy poker game main bos solid right hand man another level badass super cool russian woman dripping coolness raven slick back hair neck movement mannerism beautiful jewellery super cool club fight scene ridiculous looked good movie felt like show didnt know would end third act way ending duel panned laugh mr nobody nice touch 👌 fist fight combat fight good great hand speed 👍 sound design combat really goodoverall john wick moment based symphony sort like show good combat good action time amazing action couple astonishing moment specifically circle driveby gun scene wick,10,2023-03-25,0.2907936507936507,Positive
Brainless entertainment,well thats john wick movie find fun watch lot shooting fighting movie watched teenage son went theater twice movie get popcorn go toilet deliberatley fight scene didnt feel like missed anything wick rolling stair reminded neymar dumb boring fell th floor street got without problem even son found much new york russian appear catholic church baba jaga keep refering bogeyman old woman thats baba mean something like witch whatever good thing movie colorful protagonist think people giving star vested interest,6,2023-04-02,-0.01537247474747476,Negative
Ultimately disappointing,ending john wick parabellum aka chapter promised important thing pretty clear maker chapter delivered promisesfirst saw real plan john wick winston bowery king lawrence fishburn take high table elder couple character winston one actually point john wick answer im going kill doesnt solve problem high table isnt going stopsecond immensely disappointed lawrence fishburn central role chapter ending chapter suggested vendetta war high table much john wick would certainly made far interesting plot bowery king force join royal counterpart paris berlin osaka wherever order fight high tableand lastly fight scene quite well boring shootshootshoot thrust stab flip enemy shoulder shoot stab dead repeat ad nauseumalso john wick superhero mutant superpower fall foot land hard midsection hurt badly even dead ability keep getting never get get hit bullet seemed contrived sloppyi hoped bigger cleverer sendoff story,5,2023-04-02,-0.04510351966873707,Negative
I wanted to love it,john wick power house action movie franchise incredible advancement cinematography choreography incredible stunt work announced fourth one well anticipating yet another awesome moviei half wrong giving action wanted stretched hour dead unimportant dialogue emotionevery time built tension scene stretched long making tension tiresome boring leaving waiting action scene keep plot goingin conclusion fourth film concludes series like matrix shouldve let go rd film,6,2023-03-21,0.010784313725490205,Positive
Yawn,wearing killing killing killing mostly judo tossing opponent ground shooting head close range point absurdity wick fall two story onto concrete get brush like jake blue dog get hit head car mph fly yard get growl absolutely ridiculous anticerebral trash simple minded watch first minute youve seen need see best part driving home adult son laughing stupid everything glad ended concerned good review receiving concerned society,3,2023-04-02,0.23888888888888893,Positive
John Wick Saga Continues,john wick love first viewing saga continues jw expect keanuchad duo growth main lead much crave action sequence brotherhood element finest deserving end agree commiserating end secretly greed jw le deserving sequel like fandf transformer heartwarming see stayed true original element exceeded expectation choreography assasin universe clearly see jw world set ripple movie adapting proper action choreography,10,2023-04-03,0.22628205128205134,Positive
Back in the saddle again,pretty pathetic jw sequel deliver jw suffered boring repetitive fight scene seemed like video game headshot quantity important literally fell asleep around min jw recovers nicely definitely worth seeing much better plot great wellchoreographed fight scene spice back great aggressive cinematography eye candy attractive location shot berlin paris yes obligatory empowered female fighter role limited killing lb mercenary obligatory white male villain good news he french despise regardless sex ethnicity course jw sequel unless law physic suspended buy premise youll buy gag worth watch,8,2023-03-23,0.11203007518796992,Positive
The greatest action film ever made.,greatest action film ever made keanu reef freaking awesome far best performance yet director chad stahelski give u best action movie history cinema action crisp well directed beautifully choreographed villain best franchise billy sarsgard donnie yen amazing rest cast awesome well directing writing plot ending begging perfect never feel long short runtime well handled side character like winstonkilla charon steal big screen every time appear movie franchise eclipse tom cruise mission film film,10,2023-03-24,0.5323529411764705,Positive
